Full name,Unique Employee ID,Department,Position,Employee Type,Employee Type 2,Working hours,Hourly rate,Employment start date,Reporting to,Reporting to ID,Separation Reason,Gender,Ethnicity,Age,Termination Date ,Region,Report Date
Carlos Moreno,319728,Legal,Translator,Part-time,Temporary,24,48.14152093,2018-07-21,Manager 16,8,,Male,Group A,30,,Central,2023-09-01
Daniel Haynes,787052,Tech,Public house manager,Full-time,Permanent,40,21.90740867,2018-07-21,Manager 29,46,Involuntary,Female,Group D,29,2021-12-10,North,2023-09-01
Anthony Oconnell,333153,Production,Landscape architect,Contractor,Temporary,40,33.74737901,2018-07-22,Manager 46,11,,Female,Group D,22,,Northwest,2023-09-01
Tara Wallace,250641,Sales,Economist,Contractor,Temporary,40,68.86258078,2018-07-25,Manager 41,34,Voluntary,Female,Group c,59,2020-11-26,North,2023-09-01
Sabrina Gardner,308756,Logistics,Forensic scientist,Part-time,Temporary,24,21.83931985,2018-07-25,Manager 19,30,,Male,Group E,50,,Midwest,2023-09-01
Stephanie Brady,838518,Business Management,Cytogeneticist,Contractor,Permanent,32,50.71270331,2018-07-27,Manager 14,49,Involuntary,Male,Group c,46,2019-10-18,Midwest,2023-09-01
Rachel Carter,890817,Production,Operational researcher,Part-time,Permanent,32,46.18290285,2018-07-27,Manager 41,34,Voluntary,Female,Group E,40,2020-10-30,South,2023-09-01
Robert Richardson,976463,Logistics,Orthoptist,Full-time,Temporary,40,82.52627648,2018-07-27,Manager 13,37,Voluntary,Male,Group E,33,2022-03-05,Northwest,2023-09-01
John Lara,172765,Marketing,Fine artist,Contractor,Permanent,40,56.0206739,2018-07-30,Manager 11,16,,Female,Group D,26,,Northwest,2023-09-01
Angela Baker,391572,Legal,Hydrogeologist,Part-time,Permanent,24,24.33942364,2018-07-30,Manager 16,8,Voluntary,Male,Group c,30,2022-05-25,South,2023-09-01
David Rhodes,658058,Logistics,Mudlogger,Full-time,Temporary,40,61.90219165,2018-07-31,Manager 25,26,,Male,Group B,28,,Midwest,2023-09-01
Shelly Gonzales,839507,Legal,Hydrologist,Part-time,Permanent,24,62.98616885,2018-07-31,Manager 13,37,,Female,Group c,61,,Central,2023-09-01
Linda Jones,284007,Tech,Careers adviser,Full-time,Permanent,40,87.17052124,2018-08-02,Manager 48,42,,Male,Group A,54,,Northwest,2023-09-01
Scott Jensen,266656,Marketing,Information officer,Contractor,Permanent,24,27.29767241,2018-08-03,Manager 33,9,Involuntary,Female,Group A,48,2020-09-19,North,2023-09-01
Frederick Chandler,219703,Sales,Special educational needs teacher,Contractor,Permanent,32,85.24054145,2018-08-04,Manager 22,47,Voluntary,Male,Group B,26,2022-10-16,Midwest,2023-09-01
Hayden Phelps,407759,Tech,Water engineer,Contractor,Permanent,24,61.65008668,2018-08-05,Manager 38,38,,Male,Group D,33,,Central,2023-09-01
Denise Dixon,614951,Business Management,Insurance account manager,Contractor,Temporary,32,78.12939191,2018-08-07,Manager 30,20,,Male,Group E,62,,South,2023-09-01
Melissa Henry,562699,Sales,Probation officer,Part-time,Permanent,32,48.14472993,2018-08-09,Manager 34,10,,Male,Group E,50,,Central,2023-09-01
Teresa Bates,773314,Marketing,Water quality scientist,Contractor,Temporary,24,81.47904958,2018-08-10,Manager 25,26,,Female,Group c,40,,Central,2023-09-01
Douglas Huerta,717462,Legal,Medical physicist,Full-time,Permanent,40,80.3410601,2018-08-11,Manager 39,35,,Male,Group B,27,,Midwest,2023-09-01
John Mitchell,101851,IT,Careers information officer,Contractor,Temporary,32,24.93484993,2018-08-12,Manager 38,38,,Male,Group c,67,,Midwest,2023-09-01
Jennifer Mitchell DDS,202843,Tech,Barrister's clerk,Full-time,Temporary,40,66.56577335,2018-08-12,Manager 29,46,Involuntary,Female,Group c,28,2020-08-08,South,2023-09-01
Dustin Gutierrez,398714,Sales,Neurosurgeon,Contractor,Temporary,40,26.831526,2018-08-14,Manager 26,44,Involuntary,Female,Group c,22,2019-06-05,East,2023-09-01
Cheryl Rice,405126,Legal,Information officer,Full-time,Permanent,40,60.16919283,2018-08-16,Manager 40,18,Involuntary,Male,Group B,40,2019-06-19,Central,2023-09-01
Jason Johnston,724077,Logistics,Quantity surveyor,Full-time,Temporary,40,42.64632213,2018-08-16,Manager 24,22,,Male,Group A,23,,Midwest,2023-09-01
Evan Morrison,337954,Sales,Clothing/textile technologist,Part-time,Permanent,32,86.99687584,2018-08-17,Manager 45,12,,Female,Group B,59,,North,2023-09-01
Jessica Weaver,422497,IT,"Designer, fashion/clothing",Contractor,Temporary,24,42.23794882,2018-08-17,Manager 50,28,Voluntary,Female,Group c,29,2019-08-08,East,2023-09-01
Amber Thompson,908777,Legal,"Accountant, chartered management",Part-time,Permanent,24,71.76893562,2018-08-17,Manager 18,25,Involuntary,Female,Group c,59,2020-01-03,Midwest,2023-09-01
Morgan Hernandez,154719,Marketing,"Chemist, analytical",Part-time,Temporary,32,36.27214459,2018-08-18,Manager 43,39,,Male,Group B,28,,Central,2023-09-01
Steven Atkinson,267943,IT,"Physicist, medical",Full-time,Permanent,40,23.94627362,2018-08-18,Manager 49,36,,Male,Group c,27,,Northwest,2023-09-01
Johnny Zavala,743983,IT,"Lecturer, higher education",Part-time,Temporary,32,66.92953591,2018-08-18,Manager 13,37,Involuntary,Male,Group B,38,2021-02-02,East,2023-09-01
Amanda Ross,253379,Sales,Sales executive,Full-time,Temporary,40,72.41583195,2018-08-24,Manager 24,22,Involuntary,Female,Group A,39,2021-07-27,East,2023-09-01
Donna Long,434015,Accounting,Physiotherapist,Full-time,Permanent,40,86.28348643,2018-08-26,Manager 29,46,,Female,Group E,37,,Midwest,2023-09-01
Roy Saunders,883509,Sales,"Journalist, broadcasting",Full-time,Permanent,40,38.18931995,2018-08-26,Manager 14,49,,Female,Group A,52,,North,2023-09-01
Holly Smith,925339,IT,"Nurse, learning disability",Contractor,Permanent,24,64.70517324,2018-08-29,Manager 41,34,Involuntary,Female,Group E,23,2021-06-20,Midwest,2023-09-01
Annette Johnson,994819,Marketing,Haematologist,Contractor,Permanent,24,70.87812567,2018-08-31,Manager 23,27,Involuntary,Male,Group E,22,2022-06-09,Northwest,2023-09-01
Jorge Davis,288635,Sales,Furniture conservator/restorer,Contractor,Permanent,24,33.12927101,2018-09-01,Manager 6,50,Voluntary,Male,Group A,43,2022-07-17,North,2023-09-01
Wayne Harper,347534,Business Management,Advertising account planner,Part-time,Temporary,24,82.77212333,2018-09-02,Manager 43,39,,Male,Group E,44,,East,2023-09-01
Corey Lee,457903,HR,Trading standards officer,Part-time,Temporary,32,39.8397288,2018-09-02,Manager 41,34,Voluntary,Male,Group c,21,2020-02-20,South,2023-09-01
Caitlin Jackson,579594,Accounting,"Sales professional, IT",Contractor,Permanent,40,67.33861777,2018-09-04,Manager 47,3,,Male,Group A,28,,Central,2023-09-01
Mason Cunningham,947105,Marketing,IT technical support officer,Full-time,Temporary,40,66.97196194,2018-09-05,Manager 38,38,Involuntary,Female,Group E,60,2021-07-21,Central,2023-09-01
Angel Miller,219759,Business Management,Leisure centre manager,Contractor,Temporary,24,28.1632702,2018-09-06,Manager 50,28,Voluntary,Male,Group A,31,2020-02-23,Midwest,2023-09-01
Arthur Fuller,421354,Accounting,Quarry manager,Contractor,Temporary,40,32.87074105,2018-09-09,Manager 14,49,,Male,Group A,51,,North,2023-09-01
Penny Freeman,565080,HR,Psychiatric nurse,Part-time,Temporary,32,87.45442347,2018-09-10,Manager 1,19,Voluntary,Female,Group A,53,2020-11-15,Midwest,2023-09-01
Shannon Cummings,144390,Tech,Brewing technologist,Full-time,Permanent,40,72.75493315,2018-09-11,Manager 16,8,,Male,Group A,60,,South,2023-09-01
Teresa Tucker,999500,Legal,Housing manager/officer,Contractor,Temporary,32,45.9217125,2018-09-11,Manager 7,31,Involuntary,Female,Group D,34,2022-04-26,Central,2023-09-01
Desiree Gardner,803813,Tech,Travel agency manager,Full-time,Permanent,40,63.8765818,2018-09-14,Manager 30,20,,Male,Group E,51,,Northwest,2023-09-01
Joe Garcia,897097,Logistics,Tourism officer,Part-time,Permanent,24,46.40030192,2018-09-15,Manager 49,36,,Female,Group B,58,,Central,2023-09-01
Yvonne Ingram,976455,HR,Occupational hygienist,Full-time,Permanent,40,35.59397833,2018-09-15,Manager 45,12,Involuntary,Male,Group B,53,2022-11-28,Central,2023-09-01
Maria Daugherty,282630,Logistics,Ergonomist,Full-time,Temporary,40,61.22027461,2018-09-17,Manager 28,6,,Female,Group B,37,,Central,2023-09-01
Ronald Roberson,250100,HR,Senior tax professional/tax inspector,Full-time,Permanent,40,57.0119233,2018-09-18,Manager 2,40,,Male,Group c,28,,South,2023-09-01
Ralph Miller MD,670341,HR,Technical sales engineer,Full-time,Permanent,40,49.43552433,2018-09-18,Manager 7,31,,Female,Group E,62,,East,2023-09-01
Colin Mullen,365583,Business Management,"Designer, blown glass/stained glass",Part-time,Permanent,32,66.11771311,2018-09-20,Manager 44,21,Voluntary,Female,Group A,51,2022-08-21,South,2023-09-01
Tracy Miller,744910,Marketing,Broadcast journalist,Full-time,Permanent,40,73.32093377,2018-09-22,Manager 6,50,Involuntary,Male,Group B,53,2021-10-18,North,2023-09-01
Nicholas Baker,338652,Legal,"Education officer, community",Contractor,Permanent,40,53.44816495,2018-09-23,Manager 13,37,,Male,Group A,35,,North,2023-09-01
Tonya Leonard,746140,Logistics,Airline pilot,Part-time,Temporary,32,24.60473317,2018-09-23,Manager 46,11,,Male,Group B,58,,East,2023-09-01
James Woodward Jr.,914814,HR,"Teacher, music",Full-time,Temporary,40,53.09702117,2018-09-26,Manager 22,47,Involuntary,Male,Group E,50,2022-11-27,North,2023-09-01
Molly Solis,131014,Accounting,Trade mark attorney,Full-time,Temporary,40,72.47933908,2018-09-27,Manager 33,9,,Male,Group A,34,,South,2023-09-01
Jaime Hall,899229,IT,Sports coach,Full-time,Permanent,40,70.19418637,2018-09-29,Manager 27,1,Voluntary,Female,Group B,51,2022-05-06,Midwest,2023-09-01
Michele Alexander,425651,Marketing,Field trials officer,Part-time,Permanent,24,60.94787515,2018-10-03,Manager 47,3,,Female,Group E,36,,Midwest,2023-09-01
Donald Kaufman,176312,Tech,Commercial horticulturist,Part-time,Temporary,32,55.20109607,2018-10-04,Manager 9,48,,Male,Group E,49,,South,2023-09-01
Mark Miles,174230,Sales,Event organiser,Contractor,Permanent,24,58.37094267,2018-10-08,Manager 46,11,,Female,Group E,23,,Midwest,2023-09-01
Connor Cohen,563444,IT,"Pharmacist, community",Full-time,Temporary,40,79.74160894,2018-10-08,Manager 16,8,,Female,Group A,57,,East,2023-09-01
April Mendoza,248284,Marketing,Commercial/residential surveyor,Part-time,Permanent,24,38.01178132,2018-10-09,Manager 22,47,Voluntary,Male,Group A,34,2021-01-15,Midwest,2023-09-01
Jerome Vance,353560,Accounting,Systems analyst,Contractor,Temporary,24,87.19587911,2018-10-11,Manager 32,33,Involuntary,Female,Group D,51,2021-09-21,Central,2023-09-01
Jack Alexander,552035,Sales,Holiday representative,Full-time,Temporary,40,44.35785631,2018-10-12,Manager 14,49,,Female,Group A,61,,Central,2023-09-01
Justin Coleman,862461,Business Management,Senior tax professional/tax inspector,Contractor,Temporary,24,24.93687307,2018-10-12,Manager 3,14,Voluntary,Male,Group A,38,2019-08-10,Northwest,2023-09-01
Kimberly Kim,188073,Logistics,Product/process development scientist,Full-time,Temporary,40,41.45795408,2018-10-13,Manager 40,18,,Female,Group E,30,,Midwest,2023-09-01
John Avila,109639,Business Management,Chartered loss adjuster,Contractor,Permanent,32,40.81444218,2018-10-14,Manager 1,19,Involuntary,Female,Group c,41,2022-08-21,Central,2023-09-01
Richard Luna,205398,Tech,"Nurse, children's",Part-time,Temporary,24,77.10377691,2018-10-15,Manager 30,20,Involuntary,Male,Group B,64,2021-09-06,South,2023-09-01
James Byrd,437124,Tech,"Engineer, production",Contractor,Temporary,40,43.73819815,2018-10-17,Manager 19,30,Involuntary,Female,Group c,29,2019-08-23,East,2023-09-01
Kim Hughes,577207,IT,"Teacher, secondary school",Contractor,Temporary,24,42.6556392,2018-10-17,Manager 26,44,,Female,Group D,28,,South,2023-09-01
Sherry Weber,760163,Accounting,"Engineer, building services",Contractor,Permanent,40,40.4296562,2018-10-17,Manager 40,18,Involuntary,Female,Group E,42,2020-02-14,North,2023-09-01
Michael Robinson,716714,Marketing,Chartered management accountant,Full-time,Temporary,40,47.2682868,2018-10-18,Manager 26,44,,Female,Group E,42,,Northwest,2023-09-01
James Schroeder,287145,Logistics,Medical physicist,Contractor,Temporary,40,34.31108751,2018-10-19,Manager 24,22,,Male,Group A,44,,South,2023-09-01
Daniel Bautista,324841,Legal,Electrical engineer,Part-time,Temporary,32,22.95770341,2018-10-20,Manager 18,25,,Female,Group B,64,,South,2023-09-01
Gabriel Martin,267059,Legal,Psychiatrist,Full-time,Permanent,40,42.01709338,2018-10-21,Manager 35,29,,Female,Group B,28,,North,2023-09-01
Craig Ramirez,415418,Logistics,Ranger/warden,Full-time,Permanent,40,24.26515677,2018-10-23,Manager 50,28,,Male,Group B,45,,Midwest,2023-09-01
Juan Gutierrez,470214,Legal,Armed forces logistics/support/administrative officer,Contractor,Permanent,32,50.88588813,2018-10-23,Manager 47,3,,Male,Group E,23,,North,2023-09-01
Alexander Adkins,436351,Business Management,"Engineer, energy",Full-time,Permanent,40,32.02714628,2018-10-25,Manager 4,5,,Female,Group D,54,,South,2023-09-01
Tony Davis,172053,Business Management,"Therapist, drama",Part-time,Temporary,32,32.83988614,2018-10-26,Manager 6,50,,Male,Group E,53,,Central,2023-09-01
Susan Mcgee,393234,Legal,Food technologist,Part-time,Permanent,32,43.48076307,2018-10-26,Manager 21,45,,Female,Group B,57,,Northwest,2023-09-01
Dawn Mora,192773,IT,Maintenance engineer,Contractor,Permanent,40,43.07327674,2018-10-27,Manager 12,24,,Female,Group E,34,,Northwest,2023-09-01
Kimberly Mason,324201,Sales,Equities trader,Contractor,Temporary,40,49.10317398,2018-10-27,Manager 49,36,,Male,Group D,51,,Midwest,2023-09-01
Jeffrey Matthews,485788,Sales,Airline pilot,Contractor,Temporary,40,78.36248077,2018-10-28,Manager 11,16,Involuntary,Male,Group A,29,2021-06-01,Midwest,2023-09-01
Ronnie Martin,488905,Business Management,Quarry manager,Contractor,Permanent,24,55.50663833,2018-10-31,Manager 36,32,,Female,Group A,65,,East,2023-09-01
Jasmine Bishop,151888,Marketing,Electrical engineer,Full-time,Temporary,40,25.60127355,2018-11-01,Manager 18,25,,Male,Group E,49,,South,2023-09-01
Kathleen Ortiz,101159,IT,Energy engineer,Full-time,Permanent,40,30.8816553,2018-11-02,Manager 26,44,Involuntary,Male,Group D,29,2022-06-24,North,2023-09-01
Nathaniel Vaughn,280615,Marketing,"Engineer, maintenance",Part-time,Permanent,32,59.85964417,2018-11-02,Manager 2,40,,Male,Group A,34,,Central,2023-09-01
Matthew Williams,292420,Production,"Engineer, broadcasting (operations)",Contractor,Temporary,24,49.83213704,2018-11-03,Manager 34,10,,Male,Group D,64,,Northwest,2023-09-01
Linda Knight,635549,HR,"Teacher, primary school",Contractor,Permanent,24,23.79126808,2018-11-03,Manager 38,38,Voluntary,Male,Group B,66,2021-05-20,South,2023-09-01
Sara Carpenter,649942,IT,Electrical engineer,Contractor,Temporary,24,43.012563,2018-11-05,Manager 45,12,,Female,Group D,41,,North,2023-09-01
Lucas Middleton,644475,Logistics,"Sales professional, IT",Full-time,Permanent,40,49.82415318,2018-11-06,Manager 10,41,Voluntary,Male,Group c,42,2019-05-24,North,2023-09-01
Jennifer Francis,940795,Marketing,Building services engineer,Full-time,Permanent,40,85.23813314,2018-11-08,Manager 8,17,,Female,Group A,55,,Northwest,2023-09-01
Kevin Fox,814811,HR,Recruitment consultant,Part-time,Temporary,32,54.4268818,2018-11-11,Manager 41,34,,Female,Group A,24,,South,2023-09-01
Ricardo Crosby,103561,Logistics,"Exhibitions officer, museum/gallery",Part-time,Permanent,32,73.1394821,2018-11-13,Manager 19,30,Involuntary,Male,Group B,39,2021-05-15,East,2023-09-01
Daniel Cole,671100,Tech,Television/film/video producer,Contractor,Temporary,40,61.50126815,2018-11-14,Manager 39,35,,Male,Group D,58,,South,2023-09-01
Jessica Soto,787151,Production,Passenger transport manager,Full-time,Temporary,40,60.59687398,2018-11-15,Manager 37,7,Involuntary,Male,Group E,65,2019-01-16,South,2023-09-01
Stacey Lee,171941,Accounting,"Designer, industrial/product",Part-time,Temporary,32,37.01697634,2018-11-17,Manager 3,14,,Male,Group D,46,,Northwest,2023-09-01
Robert Miller,345445,Sales,Community pharmacist,Contractor,Temporary,32,23.27091312,2018-11-19,Manager 37,7,,Male,Group B,60,,East,2023-09-01
Heather Brennan,361913,Production,"Engineer, land",Full-time,Temporary,40,60.1086298,2018-11-19,Manager 39,35,,Male,Group B,27,,Northwest,2023-09-01
Zachary Smith,277332,HR,Publishing copy,Contractor,Permanent,24,73.45135033,2018-11-20,Manager 22,47,Voluntary,Female,Group D,58,2020-03-21,East,2023-09-01
Patricia Hernandez,530274,IT,Chemical engineer,Contractor,Permanent,32,84.11358926,2018-11-21,Manager 5,13,Involuntary,Female,Group D,56,2021-11-23,South,2023-09-01
Kimberly Kelley,869863,Business Management,Clinical biochemist,Full-time,Temporary,40,63.69507425,2018-11-21,Manager 14,49,Involuntary,Female,Group B,23,2020-05-15,Northwest,2023-09-01
Brandi Mcdaniel,161587,Sales,Building surveyor,Part-time,Temporary,24,83.94070517,2018-11-24,Manager 38,38,,Male,Group B,63,,North,2023-09-01
Sara Smith,137753,Sales,"Secretary, company",Full-time,Permanent,40,36.96894684,2018-11-25,Manager 41,34,,Male,Group D,46,,Midwest,2023-09-01
Jackson Knight,180691,Legal,Medical sales representative,Full-time,Permanent,40,32.30916882,2018-11-26,Manager 20,23,,Male,Group D,61,,South,2023-09-01
Brittany Barrera MD,847979,Tech,"Designer, blown glass/stained glass",Contractor,Temporary,24,77.47672681,2018-11-26,Manager 41,34,Voluntary,Female,Group D,57,2022-01-07,Midwest,2023-09-01
Paige Brown,783757,Sales,Medical illustrator,Part-time,Temporary,32,76.65421071,2018-11-27,Manager 40,18,Involuntary,Male,Group E,27,2022-02-12,South,2023-09-01
Todd Murray,808657,Legal,"Research officer, government",Part-time,Temporary,24,47.93926543,2018-11-27,Manager 14,49,Voluntary,Female,Group D,29,2021-05-15,Central,2023-09-01
Laura Giles,294640,Production,"Surveyor, insurance",Full-time,Temporary,40,86.05465704,2018-11-30,Manager 28,6,,Male,Group D,34,,Midwest,2023-09-01
Mr. Nicholas Smith MD,657943,Sales,"Editor, magazine features",Contractor,Temporary,24,45.88586513,2018-12-02,Manager 39,35,,Male,Group c,24,,Midwest,2023-09-01
Peter Wilson Jr.,737474,Tech,Secondary school teacher,Part-time,Temporary,32,60.43255102,2018-12-02,Manager 18,25,Involuntary,Male,Group D,40,2019-09-16,East,2023-09-01
Katie Brown,469775,Tech,Sports administrator,Full-time,Temporary,40,70.27958416,2018-12-03,Manager 23,27,,Male,Group E,35,,East,2023-09-01
Erica Lee,201291,Marketing,Senior tax professional/tax inspector,Contractor,Temporary,32,84.58439724,2018-12-04,Manager 11,16,,Male,Group A,59,,East,2023-09-01
Hector Petty,480050,Logistics,Petroleum engineer,Contractor,Permanent,40,53.80755124,2018-12-05,Manager 19,30,,Male,Group E,49,,East,2023-09-01
Jonathan Coleman,525169,HR,Dietitian,Part-time,Temporary,32,41.47541575,2018-12-06,Manager 50,28,Involuntary,Female,Group D,44,2021-03-10,North,2023-09-01
Eric Chaney,401283,Accounting,Physiological scientist,Part-time,Permanent,32,35.48921942,2018-12-07,Manager 26,44,,Male,Group D,50,,Northwest,2023-09-01
Steven Harris,270842,Business Management,Associate Professor,Full-time,Permanent,40,38.96211131,2018-12-08,Manager 7,31,,Male,Group D,58,,North,2023-09-01
Tracy Washington,668844,Production,"Clinical scientist, histocompatibility and immunogenetics",Part-time,Permanent,24,81.45009857,2018-12-08,Manager 2,40,,Male,Group A,40,,Central,2023-09-01
Elizabeth Jackson,429366,HR,Oceanographer,Part-time,Permanent,24,66.92006029,2018-12-10,Manager 30,20,,Male,Group A,36,,South,2023-09-01
Paul Wyatt,672954,Production,"Surveyor, building control",Full-time,Permanent,40,43.93544956,2018-12-12,Manager 26,44,,Female,Group c,64,,East,2023-09-01
Steven Ramsey,300180,Accounting,"Restaurant manager, fast food",Full-time,Permanent,40,40.97559089,2018-12-13,Manager 30,20,,Male,Group A,29,,South,2023-09-01
Ryan Stevens,808719,Sales,Training and development officer,Contractor,Temporary,32,86.38353538,2018-12-14,Manager 50,28,,Female,Group B,48,,East,2023-09-01
Joanne Boyd,608624,HR,Radiation protection practitioner,Full-time,Temporary,40,27.983078,2018-12-15,Manager 20,23,,Female,Group D,24,,East,2023-09-01
Adam Atkins,887566,Business Management,Medical physicist,Contractor,Permanent,32,56.17313182,2018-12-21,Manager 7,31,Voluntary,Male,Group D,34,2019-11-17,Central,2023-09-01
Calvin Silva,781213,Production,Fisheries officer,Contractor,Permanent,32,75.41351494,2018-12-22,Manager 9,48,Voluntary,Male,Group D,37,2021-03-13,Midwest,2023-09-01
James Maxwell,510957,Sales,Advertising art director,Full-time,Permanent,40,66.6404368,2018-12-23,Manager 29,46,,Female,Group A,37,,Northwest,2023-09-01
Timothy Rodriguez,664893,HR,Software engineer,Full-time,Temporary,40,43.42985849,2018-12-25,Manager 8,17,Involuntary,Female,Group c,53,2019-06-03,North,2023-09-01
Lindsey Hunter,899363,HR,Clinical psychologist,Contractor,Temporary,24,86.08689465,2018-12-25,Manager 12,24,,Female,Group D,23,,Midwest,2023-09-01
Lisa Mccarthy,275342,Logistics,Nutritional therapist,Part-time,Temporary,32,51.17343371,2018-12-27,Manager 38,38,Voluntary,Male,Group B,48,2019-04-23,Midwest,2023-09-01
Katherine Jones,879513,IT,Social worker,Full-time,Temporary,40,29.39255136,2018-12-27,Manager 26,44,Voluntary,Female,Group A,23,2020-08-02,East,2023-09-01
Timothy Morris,218178,Production,Petroleum engineer,Full-time,Permanent,40,32.9332188,2018-12-28,Manager 32,33,,Male,Group c,59,,South,2023-09-01
Richard Alvarez,838918,Marketing,Chief Strategy Officer,Contractor,Temporary,32,27.42219585,2018-12-28,Manager 49,36,Voluntary,Female,Group c,38,2021-07-08,East,2023-09-01
Peter Boyle,591129,Business Management,Pensions consultant,Full-time,Temporary,40,26.93408822,2018-12-29,Manager 46,11,Involuntary,Female,Group B,29,2019-09-26,Central,2023-09-01
Kelly Knapp,984884,Production,"Accountant, chartered",Contractor,Permanent,40,39.84336265,2018-12-31,Manager 4,5,,Female,Group c,42,,Northwest,2023-09-01
Scott Wilson,190710,Legal,Corporate investment banker,Part-time,Temporary,32,72.1989675,2019-01-02,Manager 47,3,Involuntary,Male,Group D,59,2019-06-16,Midwest,2023-09-01
Dr. James Atkins,457736,Business Management,Ceramics designer,Full-time,Temporary,40,71.48768534,2019-01-03,Manager 18,25,,Male,Group c,60,,Midwest,2023-09-01
Jeffrey Martinez,212419,Production,Quantity surveyor,Contractor,Temporary,40,64.36920546,2019-01-04,Manager 49,36,,Male,Group E,44,,Central,2023-09-01
Michael Schneider,469266,Production,"Teacher, primary school",Contractor,Temporary,32,85.89549726,2019-01-05,Manager 27,1,Voluntary,Male,Group c,22,2020-10-16,East,2023-09-01
Levi Johnston,623630,Legal,"Engineer, structural",Full-time,Permanent,40,83.63749608,2019-01-05,Manager 40,18,,Female,Group D,63,,North,2023-09-01
Brent Chavez,271974,HR,Ambulance person,Full-time,Permanent,40,57.94890247,2019-01-06,Manager 21,45,,Female,Group A,51,,East,2023-09-01
James Cook,518498,Accounting,"Secretary, company",Full-time,Permanent,40,35.36834902,2019-01-06,Manager 5,13,Involuntary,Female,Group A,26,2021-09-01,East,2023-09-01
Joseph Graves,101152,Legal,Pensions consultant,Contractor,Permanent,32,74.64289646,2019-01-08,Manager 8,17,Voluntary,Male,Group A,61,2019-08-23,Midwest,2023-09-01
Robert Brooks,677852,Marketing,Public librarian,Part-time,Temporary,24,25.59507037,2019-01-08,Manager 28,6,,Female,Group E,35,,Midwest,2023-09-01
Jason Watts,271744,Business Management,IT technical support officer,Part-time,Permanent,32,88.42177465,2019-01-10,Manager 21,45,Voluntary,Female,Group D,61,2020-08-02,Central,2023-09-01
James Adams,342564,Accounting,"Doctor, general practice",Part-time,Temporary,24,67.57850039,2019-01-12,Manager 35,29,,Female,Group D,53,,Northwest,2023-09-01
Karen Edwards,814018,Accounting,Public house manager,Contractor,Temporary,32,73.46718548,2019-01-12,Manager 4,5,Voluntary,Male,Group A,25,2021-03-12,North,2023-09-01
William Espinoza,539288,Logistics,Investment analyst,Full-time,Permanent,40,49.09907061,2019-01-14,Manager 2,40,,Female,Group B,44,,East,2023-09-01
Katrina Moore,740009,Logistics,"Pilot, airline",Part-time,Permanent,32,82.28943179,2019-01-14,Manager 32,33,,Male,Group E,22,,Midwest,2023-09-01
Tyler Pacheco,110846,Logistics,Land,Full-time,Temporary,40,65.86659234,2019-01-18,Manager 46,11,Voluntary,Female,Group A,30,2022-11-28,South,2023-09-01
Andrew Johnson,936523,Marketing,Estate manager/land agent,Full-time,Permanent,40,31.78174131,2019-01-18,Manager 25,26,Voluntary,Female,Group B,63,2020-04-10,Midwest,2023-09-01
Kevin Miller,303037,Production,Air traffic controller,Contractor,Temporary,32,45.63129676,2019-01-19,Manager 41,34,,Male,Group c,24,,Central,2023-09-01
Natasha Williams,578997,Logistics,Conference centre manager,Part-time,Temporary,32,47.87898332,2019-01-19,Manager 47,3,,Female,Group c,29,,South,2023-09-01
Margaret Mcdowell,672551,HR,Educational psychologist,Part-time,Permanent,24,41.8878746,2019-01-20,Manager 38,38,,Male,Group D,23,,Midwest,2023-09-01
Bryan Mccall,755157,Sales,Astronomer,Part-time,Permanent,32,70.46604633,2019-01-24,Manager 10,41,Voluntary,Female,Group D,58,2021-10-11,Midwest,2023-09-01
Paul Diaz,726468,Logistics,Archivist,Full-time,Temporary,40,52.63358206,2019-01-25,Manager 33,9,,Female,Group D,56,,East,2023-09-01
Ronnie Higgins,751211,Production,Risk analyst,Contractor,Temporary,24,27.88249731,2019-01-25,Manager 34,10,Involuntary,Female,Group E,47,2021-12-15,South,2023-09-01
Tracy Romero,321185,Legal,Actuary,Contractor,Temporary,40,32.93773607,2019-01-26,Manager 40,18,,Male,Group E,67,,Northwest,2023-09-01
Alicia Hogan,449991,Marketing,Petroleum engineer,Part-time,Permanent,32,52.76039847,2019-01-27,Manager 5,13,Involuntary,Male,Group B,47,2021-12-27,North,2023-09-01
Lori Fry,851100,Accounting,Games developer,Contractor,Permanent,24,36.62317686,2019-01-27,Manager 46,11,Voluntary,Male,Group A,25,2022-02-11,Central,2023-09-01
Stanley Summers,319065,Logistics,International aid/development worker,Contractor,Permanent,24,67.55049885,2019-01-29,Manager 37,7,,Female,Group A,57,,South,2023-09-01
Sarah Hunt,781553,Sales,Personnel officer,Part-time,Temporary,32,63.02655053,2019-02-02,Manager 13,37,Involuntary,Male,Group c,56,2022-08-04,North,2023-09-01
Derek Rocha,145409,Production,Web designer,Part-time,Temporary,32,35.59119825,2019-02-04,Manager 17,4,,Male,Group D,51,,North,2023-09-01
Ricardo White,795759,HR,Research scientist (medical),Contractor,Permanent,32,21.48492185,2019-02-04,Manager 23,27,Involuntary,Male,Group A,29,2022-05-11,Midwest,2023-09-01
Kenneth Bowers,119579,Legal,Investment analyst,Full-time,Permanent,40,52.63839543,2019-02-08,Manager 13,37,Involuntary,Male,Group c,26,2023-02-21,Midwest,2023-09-01
Jacob Williams,201935,Business Management,Rural practice surveyor,Part-time,Temporary,24,43.21645656,2019-02-08,Manager 1,19,Involuntary,Female,Group c,34,2019-03-01,Midwest,2023-09-01
